gene	Estimate	Std..Error	t.value	Pr...t..	FDR
ENSG00000278847.1	-1.47194349688108	0.0800333920741523	-18.3916170330166	1.28976247930252e-37	1.87325102493898e-33
ENSG00000129824.15	-1.68933739682886	0.0929698828993266	-18.1708026744336	3.93260490324197e-37	2.85585768073432e-33
ENSG00000067048.16	-1.70983970303361	0.104218853839216	-16.4062416736177	3.61374596327121e-33	1.74953487901837e-29
ENSG00000183878.15	-1.4990549546716	0.100939716848555	-14.8509922701755	1.52335690013119e-29	5.53130890437634e-26
ENSG00000002586.18	-0.806720293044778	0.0630029598616538	-12.8044824372733	1.2876022919413e-24	3.7402271376311e-21
ENSG00000154620.5	-1.38397302750489	0.110081183362772	-12.5722942398249	4.75780505575485e-24	1.15170601049639e-20
ENSG00000198692.9	-1.51352152546767	0.126735143878086	-11.9423979738691	1.67189325939259e-22	3.46893967134543e-19
ENSG00000005889.15	0.858580671520758	0.0723049948432001	11.8744309903163	2.45706815097797e-22	4.43352736352822e-19
ENSG00000176728.7	-1.53654103944722	0.129614214983875	-11.8547262708676	2.74729731972969e-22	4.43352736352822e-19
ENSG00000229807.10	1.51131945268516	0.128563421952764	11.7554389089024	4.82284780374738e-22	7.0047041501627e-19
ENSG00000131002.11	-1.56171611946344	0.136821592464452	-11.4142518832998	3.34135182776318e-21	4.41179944967568e-18
ENSG00000165246.13	-1.39999925748317	0.131272818025527	-10.6648069154037	2.35374389433809e-19	2.84881469344721e-16
ENSG00000225470.7	0.753914956740554	0.0768189876071907	9.81417459698444	2.89958085275319e-17	3.23950094656826e-14
ENSG00000130021.13	0.786567290451646	0.085111451660967	9.24161525977561	7.21781376414439e-16	7.48796622217379e-13
ENSG00000126012.11	0.56968336297581	0.0666020865033798	8.55353627617809	3.27894702443819e-14	3.17489510552935e-11
ENSG00000205611.4	-0.910967058140064	0.134091316401461	-6.79363200084253	3.78996519543057e-10	3.4403409061521e-07
ENSG00000006757.11	0.549466212264661	0.0817965840868229	6.71747137608375	5.57728252747665e-10	4.76496773112182e-07
ENSG00000215301.9	0.419616977818433	0.0647009154198243	6.485487494198	1.7877806823842e-09	1.442540368386e-06
ENSG00000178605.13	-0.522420521889259	0.0883203633393252	-5.9150630968549	2.88319407471257e-08	2.20397424953292e-05
ENSG00000214717.11	-0.428464670004578	0.0770309902506608	-5.56223759567861	1.50609213981947e-07	0.00010937241119369
ENSG00000198034.10	0.461484288665538	0.0840646767803407	5.48963377176109	2.1018289461353e-07	0.000145366493398424
ENSG00000149531.15	-0.599387201695921	0.11113226861818	-5.39345780616838	3.25604735216152e-07	0.000214958326103609
ENSG00000146938.14	0.309301380831378	0.0592025505338033	5.22446039980615	6.95092470875391e-07	0.000438935784651921
ENSG00000188153.12	0.320362703744464	0.0635436638448075	5.04161523526382	1.55391685763966e-06	0.000940378685014935
ENSG00000151650.7	-0.510692318836635	0.109297005585441	-4.6725188499095	7.47210468292282e-06	0.00434099393659084
ENSG00000169093.15	-0.267159227604877	0.0576774348617575	-4.63195404312292	8.83929792620168e-06	0.00493776781077512
ENSG00000167393.17	-0.480168955347021	0.104829065870548	-4.58049445885529	1.09246922761907e-05	0.0058766752081257
ENSG00000086712.12	0.321316910627924	0.0719486873766623	4.46591761911905	1.74123782629291e-05	0.0090320493532422
ENSG00000173674.10	0.314257208690157	0.072276464862484	4.34798809388471	2.79090560674669e-05	0.0139776251835824
ENSG00000126246.9	0.301725244319448	0.0703752957510389	4.28737444154889	3.5452881242114e-05	0.0170070197497284
ENSG00000205664.10	0.457293484258976	0.106810251018587	4.28136325772139	3.62997529772502e-05	0.0170070197497284
ENSG00000043039.6	-0.291601135461384	0.068853242486014	-4.23511115719229	4.34978813014225e-05	0.0197426008756832
ENSG00000101846.6	0.303140577437718	0.071870737035441	4.21785819850759	4.65188545735824e-05	0.0204739346614155
ENSG00000154478.3	0.394641233247936	0.0946451665634354	4.16969241618303	5.60555088560941e-05	0.0239455944301738
ENSG00000261600.1	0.636953851262043	0.155196669476315	4.10417216691143	7.20753828926809e-05	0.0296323545240213
ENSG00000076003.4	0.228669459824537	0.0557835817223045	4.0992251261827	7.34484138573924e-05	0.0296323545240213
ENSG00000182378.13	-0.57005583064651	0.139996913989914	-4.07191711874148	8.14895622451849e-05	0.0319879568121369
ENSG00000169249.12	0.465880464945144	0.114614882332304	4.06474670186731	8.3736640789685e-05	0.0320050255481417
ENSG00000140284.10	0.278240376487139	0.0694733390469408	4.00499501397422	0.000104908342836091	0.0390689428551638
ENSG00000176531.10	-0.360320831568256	0.0919065283448007	-3.92051400545193	0.000143725271145241	0.052186645952837
ENSG00000124486.12	0.250254753544135	0.0642545019941343	3.89474271494595	0.000158068019322912	0.0559946320157553
ENSG00000119535.17	-0.179755909790127	0.0469577477222205	-3.82803517011669	0.000201792188024529	0.0697816604492444
ENSG00000008517.16	0.410172879532463	0.110279738685153	3.7193856679648	0.000298491352438628	0.100820660530666
ENSG00000181019.12	-0.335206954706187	0.0930159397196375	-3.60375819151583	0.000448873102479238	0.145119836767588
ENSG00000271605.5	-0.195743532052709	0.0543237562316045	-3.60327682824756	0.000449627695851107	0.145119836767588
ENSG00000226179.6	-0.56107606071927	0.156471625575952	-3.5858006757073	0.000477848993534583	0.147752829284424
ENSG00000130985.16	0.232673413667215	0.0648905131244268	3.58563066408592	0.000478131573696497	0.147752829284424
ENSG00000224975.1	0.339154401276237	0.0949527338654993	3.57182344803942	0.000501614709157749	0.151780250745982
