gene	Estimate	Std..Error	t.value	Pr...t..	FDR
ENSG00000229807.10	1.61146683979649	0.0892199128711823	18.0617396715368	1.73739742421728e-37	2.42957655802544e-33
ENSG00000278847.1	-1.49825932773288	0.0877254671538575	-17.0789552491656	3.11234840174582e-35	2.17615400250068e-31
ENSG00000099725.14	-1.66082618146309	0.0986840052042846	-16.8297403213929	1.18175522782383e-34	5.50855503529615e-31
ENSG00000131002.11	-1.62287135788922	0.0976031615170068	-16.6272417067807	3.51318861026365e-34	1.22821073814817e-30
ENSG00000005889.15	1.05832842937077	0.0699867622424799	15.1218372655107	1.33829136243947e-30	3.74293328247072e-27
ENSG00000154620.5	-1.45827292728817	0.0997059071234202	-14.6257425398382	2.13470216186748e-29	4.9752791719258e-26
ENSG00000067646.11	-1.4642068908401	0.103114175681864	-14.1998603117149	2.34396438947108e-28	4.68257114605193e-25
ENSG00000165246.13	-1.47979418356566	0.112070988442598	-13.2040789871645	6.7378795530702e-26	1.17778134587667e-22
ENSG00000176728.7	-1.557443470511	0.118505206413681	-13.1424054490419	9.58993983739776e-26	1.49006354095745e-22
ENSG00000215301.9	0.63819841707145	0.050395634324791	12.6637639474557	1.49565193159331e-24	2.09151966114008e-21
ENSG00000067048.16	-1.44393283032015	0.11583504496886	-12.4654229702965	4.6850898529572e-24	5.95602695488667e-21
ENSG00000130021.13	0.709528705828708	0.0578100902040136	12.2734405589882	1.41714060475624e-23	1.65144118474261e-20
ENSG00000260197.1	-1.4737458721609	0.123146500920995	-11.9674197897542	8.29509082322138e-23	8.9229653901483e-20
ENSG00000198692.9	-1.58518648736852	0.132970094099241	-11.9213759913972	1.08240082312017e-22	1.08116379360803e-19
ENSG00000126012.11	0.656962113582627	0.0575240368528951	11.4206538609705	1.96006375972439e-21	1.82730210773239e-18
ENSG00000233864.7	-1.33135804844921	0.125405584420369	-10.6164175590969	2.05362988851501e-19	1.79487252256212e-16
ENSG00000012817.15	-1.51309827957673	0.145199220850386	-10.4208429681302	6.35040838293147e-19	5.22377122511257e-16
ENSG00000147050.14	0.651504009213803	0.0653333719103591	9.9719942529172	8.41253773607684e-18	6.53560709451658e-15
ENSG00000129824.15	-1.46440376671927	0.16099493027266	-9.09596199233832	1.24450342006846e-15	9.15954517170387e-13
ENSG00000130741.10	0.502806397120874	0.059948084469117	8.38736385947247	6.60295631959738e-14	4.61678705866249e-11
ENSG00000101846.6	0.474211727793373	0.0612923627264559	7.73688118224046	2.33283474721205e-12	1.55344576690539e-09
ENSG00000146938.14	0.366149238486015	0.0476132755439322	7.69006614863482	3.00414487109001e-12	1.90954372169649e-09
ENSG00000124486.12	0.349200640986309	0.0484204794213566	7.21183774219899	3.85109102618215e-11	2.34146334391875e-08
ENSG00000205611.4	-1.05200122396837	0.154184677404333	-6.82299461709548	2.91871271909106e-10	1.70063661099039e-07
ENSG00000169249.12	0.622971301501275	0.0964938326678916	6.45607376427249	1.88476414659687e-09	1.05426167304042e-06
ENSG00000173674.10	0.405408978568569	0.0664662211558106	6.09947386083836	1.10093082694116e-08	5.9213141092097e-06
ENSG00000198034.10	0.667747606018446	0.116315863722269	5.74081285776157	6.16342827216942e-08	3.19219929474138e-05
ENSG00000130985.16	0.32194690954927	0.0567744513910006	5.67063003977001	8.57684773713507e-08	4.28352281271774e-05
ENSG00000226179.6	-0.596156420481589	0.106774959985669	-5.58329799947106	1.28981074443277e-07	6.21955636211994e-05
ENSG00000072501.17	0.380704639774343	0.0696249989709282	5.46793027506264	2.1989877014339e-07	0.000102502146722839
ENSG00000214717.11	-0.381190742314418	0.0748811797869932	-5.09060812608391	1.20266385983457e-06	0.000542517787610537
ENSG00000169895.5	0.297139461143071	0.0587569637425525	5.05709352928799	1.39365831794438e-06	0.000609028684941695
ENSG00000178605.13	-0.3925742678696	0.0832004666211356	-4.71841425670411	5.97333141092409e-06	0.00253124443788977
ENSG00000159714.10	0.257599418370591	0.0553021699990131	4.65803454683944	7.69101044748997e-06	0.0031632673558147
ENSG00000261600.1	0.678346915449458	0.148007694583545	4.58318682253749	1.04902897783718e-05	0.00414000342735676
ENSG00000204179.10	-0.326909921699615	0.0713879487829956	-4.57934325432648	1.0657903560129e-05	0.00414000342735676
ENSG00000006756.15	0.3801101924934	0.084685223177516	4.4885067102748	1.54623276600201e-05	0.0057572399867237
ENSG00000167625.10	0.349566739473014	0.077930437840799	4.48562524680189	1.56446738769666e-05	0.0057572399867237
ENSG00000012124.16	0.209138076269679	0.0471239734507473	4.43803993923102	1.89732002227999e-05	0.00680310851065728
ENSG00000204950.3	0.316034354058049	0.0718570587123639	4.39809755257449	2.22845741735863e-05	0.00779068713108577
ENSG00000186310.9	0.219427550982401	0.0502360791245093	4.36792748969427	2.5147680264854e-05	0.00857719904448094
ENSG00000130244.12	0.240843518802656	0.0553800917539533	4.34891873911464	2.71299189625341e-05	0.0090329711136209
ENSG00000086712.12	0.279047855423508	0.0643616062563638	4.33562603009022	2.86044654755558e-05	0.00930243826070169
ENSG00000076706.16	0.344635063568374	0.0805948257825413	4.27614378742202	3.6200359689662e-05	0.0113497548034136
ENSG00000196459.13	0.289127905840767	0.0676498046542202	4.27389121548232	3.65230954057216e-05	0.0113497548034136
ENSG00000198753.11	0.238593280496279	0.0559748924809287	4.26250538270476	3.81971215610404e-05	0.0116119249545563
ENSG00000121039.9	0.323554246451052	0.0761185071900318	4.25066463328413	4.00160645551352e-05	0.011906056313596
ENSG00000197181.11	-0.418820087219763	0.100545066119625	-4.16549616389395	5.5774924120451e-05	0.0160286599977875
