gene	Estimate	Std..Error	t.value	Pr...t..	FDR
ENSG00000176728.7	-1.63181303304928	0.0780391733956323	-20.9101783379552	1.67997189952376e-48	2.71601056996007e-44
ENSG00000260197.1	-1.53214630033602	0.0760393546131765	-20.1493859085243	1.42807892269064e-46	1.15438759715698e-42
ENSG00000099725.14	-1.6448676036521	0.0827045121144558	-19.888486874522	6.6616349549356e-46	3.58995507721479e-42
ENSG00000067646.11	-1.57764490612788	0.0807093223976403	-19.5472450921481	5.05623820424374e-45	2.04360507620021e-41
ENSG00000002586.18	-1.20688644349539	0.0619874772359039	-19.4698428991129	8.02312526014237e-45	2.59419732161444e-41
ENSG00000233864.7	-1.48678736410404	0.076949127756672	-19.3216922328937	1.94542011456623e-44	5.24193449869871e-41
ENSG00000005889.15	1.29208048786594	0.0680414460132029	18.9896094744257	1.43021592123545e-43	3.30318582837336e-40
ENSG00000229807.10	1.60169652146873	0.0846986552499113	18.9105307131828	2.30436912627561e-43	4.65684195806222e-40
ENSG00000198692.9	-1.63508862544747	0.0882905513003159	-18.5194066790431	2.46487370189275e-42	4.42773479316668e-39
ENSG00000154620.5	-1.42676492166991	0.0784956083052831	-18.1763662002716	1.99898323035358e-41	3.23175618851263e-38
ENSG00000147050.14	0.942050013121483	0.0638176765279585	14.761584319178	4.27947127948025e-32	6.28965565230521e-29
ENSG00000114374.12	-1.42771727452925	0.0998778681800345	-14.294631038337	8.68553349104264e-31	1.17015849958072e-27
ENSG00000165246.13	-1.38649872027495	0.0988328898704794	-14.028717789108	4.8472271494267e-30	6.02808625575241e-27
ENSG00000183878.15	-1.59484618843654	0.114605704887198	-13.9159406593789	1.00596432104617e-29	1.16167322702524e-26
ENSG00000131002.11	-1.51879047383467	0.116959084812517	-12.9856562768875	4.21340360024997e-27	4.54120640034941e-24
ENSG00000067048.16	-1.50653344241129	0.118190631163221	-12.746640131998	1.99201684353722e-26	2.01280851934164e-23
ENSG00000225470.7	1.13315270814619	0.0908246797985133	12.4762642781675	1.15458966964135e-25	1.09801477582893e-22
ENSG00000129824.15	-1.55443255407091	0.125398564196875	-12.3959358229211	1.94579675920786e-25	1.74764978922852e-22
ENSG00000130021.13	1.11584250800732	0.0917923797464246	12.1561562200459	9.23446793615384e-25	7.85756016441048e-22
ENSG00000278847.1	-1.51533369065326	0.12756462787143	-11.8789488586173	5.57795221812234e-24	4.50893767551919e-21
ENSG00000215301.9	0.854033403148207	0.0738572514344047	11.5632979370577	4.30790207234754e-23	3.31646918112584e-20
ENSG00000012817.15	-1.50744797842585	0.131556767848649	-11.4585361367353	8.48073406549645e-23	6.23218307440368e-20
ENSG00000214717.11	-0.9763958942926	0.086241032816546	-11.3217091957794	2.05214999067071e-22	1.44248299561623e-19
ENSG00000130741.10	0.785278065367471	0.0699703039690248	11.2230192070497	3.87868943947221e-22	2.61278217366447e-19
ENSG00000126012.11	0.777340023686193	0.0735280870110505	10.5720147944195	2.53362679954248e-20	1.63844577872813e-17
ENSG00000182378.13	-0.8079730968789	0.0934609034273447	-8.64503837700443	4.23634098166143e-15	2.63418940963539e-12
ENSG00000205611.4	-1.01342795013378	0.127694808077403	-7.93632854297009	2.88045550225994e-13	1.72475274463098e-10
ENSG00000149531.15	-0.715055646420475	0.0971297683158847	-7.36185887003226	7.86155433064022e-12	4.53920531655216e-09
ENSG00000169093.15	-0.592479862088887	0.08093927161048	-7.32005428638146	9.95538072875443e-12	5.54995311178527e-09
ENSG00000167393.17	-0.672869755416889	0.094533585607734	-7.11778518810187	3.09182092077257e-11	1.66618229420434e-08
ENSG00000198034.10	0.638306956269799	0.0922187248175465	6.92166322547487	9.13696205040192e-11	4.76507307964025e-08
ENSG00000178605.13	-0.740456382178897	0.107674457719042	-6.87680623487319	1.16811450033528e-10	5.90153347716266e-08
ENSG00000261600.1	0.844554926161255	0.127563939748223	6.6206400321923	4.67388206320571e-10	2.28977731260142e-07
ENSG00000006757.11	0.738817140813587	0.112863614149951	6.54610563712758	6.95939257150923e-10	3.30919116775264e-07
ENSG00000173674.10	0.45799823140297	0.0720331044495815	6.35816316543095	1.87801071846195e-09	8.67479979582124e-07
ENSG00000095932.6	0.710865902719212	0.115339078836438	6.16327015865358	5.16659367053434e-09	2.32023110754246e-06
ENSG00000169249.12	0.670568716543639	0.114472327255631	5.85791110061193	2.4296920682574e-08	1.06164409912209e-05
ENSG00000124486.12	0.471398969386262	0.0805460176347993	5.85254222652713	2.49567774154195e-08	1.06177952756602e-05
ENSG00000169084.13	-0.667087879882012	0.115898530763572	-5.75579237706508	4.03438932700153e-08	1.6724095448624e-05
ENSG00000169895.5	0.559563737679473	0.097596572179765	5.73343638185163	4.50476508995499e-08	1.82071343023256e-05
ENSG00000258484.3	-0.867248959825975	0.15222912281743	-5.69699768201435	5.3887636373653e-08	2.12488150549475e-05
ENSG00000226179.6	-0.725304281583469	0.132753798262379	-5.46352941367414	1.66977752407872e-07	6.4274507694716e-05
ENSG00000172460.15	0.744464866111566	0.139511300145757	5.33623344728184	3.05437389166478e-07	0.000114837355131499
ENSG00000101846.6	0.324396462526814	0.0612015432255772	5.30046213591626	3.61326266951005e-07	0.000131512407960885
ENSG00000234969.1	0.735314892889137	0.138799259511249	5.29768599255057	3.66057917872198e-07	0.000131512407960885
ENSG00000280422.1	0.618748328635535	0.117902454799142	5.24796815884482	4.61756163779055e-07	0.000162287215213391
ENSG00000146938.14	0.290335077529802	0.0570210975338195	5.09171324451625	9.49115108958207e-07	0.000326475403543135
